FECHA,PRECIO_PREDICTO,PRODUCTO
2025-05-22,102.17149774670817,Remolacha
2025-05-22,52.72387279774934,Cebolla Larga
2025-05-22,123.86806463146162,Habichuela
2025-05-22,14.097857175074825,Huevos Aaa
2025-05-22,112.2289242081329,Lulo
2025-05-22,213.42890695904168,Frijol Verde
2025-05-22,66.73256538723888,Feijoba
2025-05-22,48.45173648424509,Naranja Tanjelo
2025-05-22,114.5007966721247,Mandarina
2025-05-22,39.768166458403456,Mango Común
2025-05-22,39.24225202870298,Cilantro
2025-05-22,172.55334853625567,Repollo Verde
2025-05-22,87.64517789979708,Cebolla Cabezona Roja
2025-05-22,153.4539846686339,Manzana Roja Importada
2025-05-22,40.10436088148002,Limon Mandarino
2025-05-22,2.966457613298471,Sandia
2025-05-22,20.505696904671197,Melon
2025-05-22,36.15840209394122,Plátano Hartón Verde Llanero Gr
2025-05-22,79.66175102525501,Papa úNica
2025-05-22,150.85509512459555,Manzana Verde Importada
2025-05-22,29.618133743643256,Papaya Maradol
2025-05-22,21.60334903763237,Pepino De Guiso
2025-05-22,7.825232162506802,Fresa
2025-05-22,5.684132016943536,Durazno Nacional
2025-05-22,36.75547230491817,Pera Nacional
2025-05-22,16.645674384919907,Ajo
2025-05-22,62.377134501694925,Maracuyá
2025-05-22,129.9222399367616,Mazorca
2025-05-22,13.970314088746594,Huevos AA
2025-05-22,52.883639178165325,Guayaba
2025-05-22,20.48281236553593,Lechuga Crespa Verde
2025-05-22,117.25252040349665,Tomate De Rio
2025-05-23,62.312846281831156,Mango Tommy
2025-05-23,83.8996981319804,Manzana Nacional
2025-05-23,40.47701403550549,Mango Común
2025-05-23,7.25859264501563,Durazno Nacional
2025-05-23,104.0765287158612,Papa Criolla Limpia
2025-05-23,78.29464542719303,Papa úNica
2025-05-23,10.090346486013473,Aguacate papelillo
2025-05-23,15.887801365760826,Ajo
2025-05-23,3.217850474060058,Piña Gold
2025-05-23,20.690141520741868,Pepino De Guiso
2025-05-23,29.726485670432353,Papaya Maradol
2025-05-23,37.60699334703301,Plátano Hartón Verde Llanero Gr
2025-05-23,40.760565761691645,Banano Urabá
2025-05-23,91.9622528335826,Cebolla Cabezona Blanca
2025-05-23,77.57470657842845,Zanahoria
2025-05-23,21.609543808531384,Pepino Cohombro
2025-05-23,1.464494892204299,Uchuva
2025-05-23,5.617666538552122,Guanabana
2025-05-23,46.220038438654626,Uva Isabelita
2025-05-23,49.73777628696139,Yuca Llanera
2025-05-23,297.11587008460344,Arveja Verde En Vaina
2025-05-23,29.054697386091934,Perejil
2025-05-23,79.49646227464639,Tomate De Arbol Amarillo
2025-05-23,15.538356177037167,Tomate Cherri
2025-05-23,108.85854286321936,Tomate Chonto
2025-05-23,20.07687294649129,Pimentón
2025-05-23,34.22563465437192,Plátano Hartón Verde Llanero Pa
2025-05-23,118.4604205260165,Tomate De Rio
2025-05-23,102.32551522752448,Remolacha
2025-05-23,173.16616935511837,Repollo Verde
2025-05-23,2.9025420084633318,Sandia
2025-05-23,2.8996423892869436,Sandia Baby
2025-05-23,35.93459354144568,Pera Nacional
2025-05-23,65.18106310524333,Maracuyá
2025-05-23,13.597549516711343,Huevos AA
2025-05-23,53.241633610545655,Guayaba
2025-05-23,79.05889320357954,Naranja Valencia
2025-05-23,17.33655940486063,Espinaca
2025-05-23,132.74827001788256,Manzana Gloria
2025-05-23,49.37743549687196,Naranja Comun
2025-05-23,153.5073180828444,Manzana Roja Importada
2025-05-23,150.85169196669312,Manzana Verde Importada
2025-05-23,9.161960125318025,Fresa
2025-05-23,129.822215243461,Mazorca
2025-05-23,22.27242431263778,Melon
2025-05-23,3.606828205316515,Mora De Castilla
2025-05-23,52.67636501635306,Cebolla Larga
2025-05-23,88.93855963188258,Panela
2025-05-23,112.32591302983228,Lulo
2025-05-23,87.1958990584494,Cebolla Cabezona Roja
2025-05-23,48.64536073842644,Mango Azucar
2025-05-23,40.53070429777869,Cilantro
2025-05-23,48.57047512136795,Naranja Tanjelo
2025-05-23,67.5628780186104,Feijoba
2025-05-23,215.79916456450763,Frijol Verde
2025-05-23,14.547024287948966,Huevos Aaa
2025-05-23,124.78822001978665,Habichuela
2025-05-23,26.04828703863408,Limon Tahití
2025-05-23,39.23835272580292,Limon Mandarino
2025-05-23,19.450298835731388,Lechuga Crespa Verde
2025-05-23,116.02069257684194,Mandarina
2025-05-23,127.70556821036297,Arracacha Amarilla
